Taxon	feature	n	n_NA	n_neg	n_pos	imp_sum	imp_mean	imp_rank_sum	imp_rank_mean	imp_rank_min
glpE; thiosulfate sulfurtransferase [EC:2.8.1.1]	K02439	9	0	5	4	4.90259363630505e-05	5.44732626256116e-06	13732	1525.77777777778	226
GLPF; glycerol uptake facilitator protein	K02440	9	0	6	2	3.83496913031386e-05	4.26107681145984e-06	16570	1841.11111111111	29
glpG; GlpG protein	K02441	9	0	6	3	-0.000145383333716073	-1.61537037462303e-05	16372.5	1819.16666666667	283
glpP; glycerol uptake operon antiterminator	K02443	9	0	0	5	0.000178481026025117	1.98312251139019e-05	9911.5	1101.27777777778	311
gltD; glutamate synthase (NADPH/NADH) small chain [EC:1.4.1.13 1.4.1.14]	K00266	9	0	2	3	8.62932978937825e-05	9.58814421042028e-06	12183	1353.66666666667	313
gltX; nondiscriminating glutamyl-tRNA synthetase [EC:6.1.1.24]	K09698	9	0	2	5	0.000214740833287804	2.38600925875338e-05	10165.5	1129.5	67
gluA; glutamate transport system ATP-binding protein [EC:3.6.3.-]	K10008	9	0	4	3	-9.48263126081276e-05	-1.05362569564586e-05	15732	1748	744.5
gluB; glutamate transport system substrate-binding protein	K10005	9	0	0	4	0.000272777284921248	3.0308587213472e-05	9977.5	1108.61111111111	115
gluC; glutamate transport system permease protein	K10006	9	0	1	4	0.000542822345197996	6.03135939108885e-05	10075.5	1119.5	21
gluD; glutamate transport system permease protein	K10007	9	0	2	6	-2.64404980756484e-05	-2.93783311951649e-06	11174.5	1241.61111111111	373
gluQ; glutamyl-Q tRNA(Asp) synthetase [EC:6.1.1.-]	K01894	9	0	0	8	0.00031439260186709	3.49325113185655e-05	6982	775.777777777778	118
glvA; maltose-6'-phosphate glucosidase [EC:3.2.1.122]	K01232	9	0	4	5	0.000100894565048856	1.12105072276506e-05	11855.5	1317.27777777778	112
glyQ; glycyl-tRNA synthetase alpha chain [EC:6.1.1.14]	K01878	9	0	3	3	0.00041655299783458	4.62836664260645e-05	12271.5	1363.5	30
glyQS; glycyl-tRNA synthetase [EC:6.1.1.14]	K14164	9	0	2	0	-3.36071595538637e-05	-3.73412883931819e-06	15165	1685	1421.5
glyS; glycyl-tRNA synthetase beta chain [EC:6.1.1.14]	K01879	9	0	7	1	0.000109504020733645	1.21671134148495e-05	18401	2044.55555555556	49
gph; phosphoglycolate phosphatase [EC:3.1.3.18]	K01091	9	0	1	2	-2.09404388714734e-05	-2.32671543016371e-06	13386.5	1487.38888888889	406.5
gpmB; probable phosphoglycerate mutase [EC:5.4.2.12]	K15634	9	0	3	3	-1.83873717431114e-05	-2.04304130479016e-06	14400.5	1600.05555555556	458
gpr; L-glyceraldehyde 3-phosphate reductase [EC:1.1.1.-]	K19265	9	0	0	0	0	0	13911.5	1545.72222222222	1413.5
gpsA; glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94]	K00057	9	0	4	5	0.000142857881690493	1.58730979656103e-05	11010.5	1223.38888888889	102
gpt; xanthine phosphoribosyltransferase [EC:2.4.2.22]	K00769	9	0	5	4	5.21634122551048e-05	5.79593469501165e-06	15015	1668.33333333333	89
gpx; glutathione peroxidase [EC:1.11.1.9]	K00432	9	0	0	0	0	0	13911.5	1545.72222222222	1413.5
grcA; autonomous glycyl radical cofactor	K06866	9	0	2	3	7.03730900114879e-06	7.81923222349866e-07	12938.5	1437.61111111111	225
grdA; glycine/sarcosine/betaine reductase complex component A [EC:1.21.4.2 1.21.4.3 1.21.4.4]	K10670	9	0	1	4	0.000325940045368039	3.62155605964488e-05	9809.5	1089.94444444444	141
greA; transcription elongation factor GreA	K03624	9	7	0	0	0	0	3228	1614	1591.5
greB; transcription elongation factor GreB	K04760	9	9	0	0	0	NA	0	NA	Inf
GRPE; molecular chaperone GrpE	K03687	9	0	2	6	0.000306567998502938	3.40631109447709e-05	8718	968.666666666667	149
grxA; glutaredoxin 1	K03674	9	0	5	4	0.000163193263117627	1.81325847908474e-05	14255.5	1583.94444444444	23
grxB; glutaredoxin 2	K03675	9	0	4	4	-0.000257024551031498	-2.85582834479443e-05	15845.5	1760.61111111111	226
gshA; glutamate--cysteine ligase [EC:6.3.2.2]	K01919	9	0	2	6	0.000133685404027504	1.48539337808338e-05	10723	1191.44444444444	201
gshB; glutathione synthase [EC:6.3.2.3]	K01920	9	9	0	0	0	NA	0	NA	Inf
gsp; glutathionylspermidine amidase/synthetase [EC:3.5.1.78 6.3.1.8]	K01460	9	0	5	4	7.54797289546902e-05	8.38663655052113e-06	14443.5	1604.83333333333	70
GSP13; general stress protein 13	K07570	9	0	3	1	-8.22435509532284e-05	-9.13817232813649e-06	15620.5	1735.61111111111	1167.5
gspD; general secretion pathway protein D	K02453	9	0	1	5	2.96133963540793e-05	3.29037737267548e-06	11004	1222.66666666667	199
gspE; general secretion pathway protein E	K02454	9	0	4	1	-7.22563523433089e-05	-8.02848359370099e-06	15684	1742.66666666667	509
gspF; general secretion pathway protein F	K02455	9	0	5	3	-2.0293798458209e-05	-2.25486649535655e-06	15421	1713.44444444444	262
gyrB; DNA gyrase subunit B [EC:5.99.1.3]	K02470	9	0	4	3	-0.00010751728480569	-1.194636497841e-05	15770.5	1752.27777777778	620
hcp; hydroxylamine reductase [EC:1.7.99.1]	K05601	9	0	5	4	-0.000385841261825012	-4.28712513138902e-05	14999	1666.55555555556	238
hcp; type VI secretion system secreted protein Hcp	K11903	9	0	3	4	0.000187048908943815	2.07832121048684e-05	12514	1390.44444444444	110
hda; DnaA-homolog protein	K10763	9	0	0	1	0.000142110016420361	1.57900018244846e-05	12431.5	1381.27777777778	159
hdhA; 7-alpha-hydroxysteroid dehydrogenase [EC:1.1.1.159]	K00076	9	0	3	6	0.000896115588838729	9.95683987598588e-05	8209	912.111111111111	28
helY; ATP-dependent RNA helicase HelY [EC:3.6.4.-]	K03727	9	0	3	5	0.00022639702865047	2.51552254056078e-05	10943.5	1215.94444444444	156
hemA; glutamyl-tRNA reductase [EC:1.2.1.70]	K02492	9	0	0	1	3.42857142857143e-05	3.80952380952382e-06	13013.5	1445.94444444444	783
hemG; menaquinone-dependent protoporphyrinogen oxidase [EC:1.3.5.3]	K00230	9	0	3	6	0.000178859289694731	1.98732544105257e-05	10704.5	1189.38888888889	214
hemX; uroporphyrin-III C-methyltransferase [EC:2.1.1.107]	K02496	9	0	4	3	-1.81349680910143e-05	-2.01499645455715e-06	15167	1685.22222222222	331
hemY; HemY protein	K02498	9	0	0	2	2.93333333333333e-05	3.25925925925926e-06	12287	1365.22222222222	786.5
hepA; ATP-dependent helicase HepA [EC:3.6.4.-]	K03580	9	0	3	6	0.000333355803805469	3.70395337561632e-05	9634.5	1070.5	75
hepST; heptaprenyl diphosphate synthase [EC:2.5.1.30]	K00805	9	0	5	2	-3.50782358657709e-05	-3.89758176286344e-06	15169	1685.44444444444	63
HEXA_B; hexosaminidase [EC:3.2.1.52]	K12373	9	9	0	0	0	NA	0	NA	Inf
hflC; membrane protease subunit HflC [EC:3.4.-.-]	K04087	9	0	4	5	-0.000281551758574749	-3.12835287305276e-05	13394	1488.22222222222	261
hflD; high frequency lysogenization protein	K07153	9	0	9	0	-0.000473134458132317	-5.25704953480352e-05	22454.5	2494.94444444444	2090.5
hflK; membrane protease subunit HflK [EC:3.4.-.-]	K04088	9	0	5	2	-0.000125131741075557	-1.3903526786173e-05	16236.5	1804.05555555556	264
hflX; GTPase	K03665	9	0	2	1	1.65419259397089e-05	1.83799177107876e-06	14581.5	1620.16666666667	336
hfq; host factor-I protein	K03666	9	8	0	0	0	0	1441	1441	1441
higB-1; toxin HigB-1	K07334	9	0	1	6	0.000573452918970543	6.3716990996727e-05	7520	835.555555555556	40
higB; mRNA interferase HigB [EC:3.1.-.-]	K19166	9	0	7	2	-0.000374827882013931	-4.16475424459924e-05	19105.5	2122.83333333333	520.5
hipA; serine/threonine-protein kinase HipA [EC:2.7.11.1]	K07154	9	0	0	8	0.000226734536646758	2.51927262940842e-05	7470.5	830.055555555556	249
hipB; HTH-type transcriptional regulator / antitoxin HipB	K15773	9	0	6	2	-0.000365777744679714	-4.06419716310794e-05	18256	2028.44444444444	591.5
hipO; hippurate hydrolase [EC:3.5.1.32]	K01451	9	0	2	6	0.000331801543662955	3.68668381847727e-05	8277	919.666666666667	137
hisA; phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase [EC:5.3.1.16]	K01814	9	0	5	4	7.01670966436274e-05	7.79634407151416e-06	13151	1461.22222222222	137
hisB; imidazoleglycerol-phosphate dehydratase [EC:4.2.1.19]	K01693	9	1	0	0	0	0	12498	1562.25	1421.5
hisB; imidazoleglycerol-phosphate dehydratase / histidinol-phosphatase [EC:4.2.1.19 3.1.3.15]	K01089	9	0	6	3	-0.000166255608659773	-1.84728454066414e-05	17545	1949.44444444444	421
hisC; histidinol-phosphate aminotransferase [EC:2.6.1.9]	K00817	9	0	3	2	0.000313793387334385	3.48659319260428e-05	13779	1531	45
hisD; histidinol dehydrogenase [EC:1.1.1.23]	K00013	9	0	4	4	0.000164060424400953	1.82289360445503e-05	13910.5	1545.61111111111	22
hisE; phosphoribosyl-ATP pyrophosphohydrolase [EC:3.6.1.31]	K01523	9	9	0	0	0	NA	0	NA	Inf
hisF; cyclase [EC:4.1.3.-]	K02500	9	0	6	3	-0.00029096203005095	-3.23291144501055e-05	17029	1892.11111111111	208
hisG; ATP phosphoribosyltransferase [EC:2.4.2.17]	K00765	9	0	1	0	-4.18719211822661e-05	-4.65243568691846e-06	14918	1657.55555555556	1413.5
hisH; glutamine amidotransferase [EC:2.4.2.-]	K02501	9	3	0	0	0	0	9301.5	1550.25	1421.5
hisI; phosphoribosyl-AMP cyclohydrolase [EC:3.5.4.19]	K01496	9	9	0	0	0	NA	0	NA	Inf
hisIE; phosphoribosyl-ATP pyrophosphohydrolase / phosphoribosyl-AMP cyclohydrolase [EC:3.6.1.31 3.5.4.19]	K11755	9	0	7	1	-0.000128201506278535	-1.42446118087261e-05	18432	2048	983
hisN; histidinol-phosphatase [EC:3.1.3.15]	K05602	9	0	3	3	0.000163059301833865	1.81177002037628e-05	12133.5	1348.16666666667	117
hisZ; ATP phosphoribosyltransferase regulatory subunit	K02502	9	1	0	0	0	0	12498	1562.25	1421.5
hlyIII; hemolysin III	K11068	9	0	1	1	-4.30107526881685e-07	-4.77897252090761e-08	13928.5	1547.61111111111	986
HMOX1; heme oxygenase 1 [EC:1.14.14.18]	K00510	9	0	3	4	0.000303363847481495	3.37070941646105e-05	11704.5	1300.5	67
hns; DNA-binding protein H-NS	K03746	9	0	2	6	0.000252263566473163	2.80292851636848e-05	9446.5	1049.61111111111	93
hofB; protein transport protein HofB	K02504	9	0	5	4	-7.0103263321217e-05	-7.78925148013522e-06	15152	1683.55555555556	188
hofC; protein transport protein HofC	K02505	9	0	4	5	-0.00011685753472945	-1.29841705254944e-05	13616	1512.88888888889	236
hofQ; protein transport protein HofQ	K02507	9	0	3	6	0.000224400878411934	2.49334309346593e-05	9922	1102.44444444444	195
holA; DNA polymerase III subunit delta [EC:2.7.7.7]	K02340	9	0	5	3	-0.000115282287286691	-1.28091430318545e-05	15265	1696.11111111111	684
holB; DNA polymerase III subunit delta' [EC:2.7.7.7]	K02341	9	0	6	2	-0.000136022986136385	-1.51136651262649e-05	17832	1981.33333333333	305
holC; DNA polymerase III subunit chi [EC:2.7.7.7]	K02339	9	8	0	0	0	0	1636.5	1636.5	1636.5
holD; DNA polymerase III subunit psi [EC:2.7.7.7]	K02344	9	0	6	3	-0.000244615301156352	-2.71794779062614e-05	17624	1958.22222222222	447
hpaB; 4-hydroxyphenylacetate 3-monooxygenase [EC:1.14.14.9]	K00483	9	0	5	3	0.000125009970259518	1.3889996695502e-05	15465.5	1718.38888888889	64
hpaC; flavin reductase (NADH) [EC:1.5.1.36]	K00484	9	0	0	8	8.42383301880455e-05	9.35981446533839e-06	9189.5	1021.05555555556	740
hpdB; 4-hydroxyphenylacetate decarboxylase large subunit [EC:4.1.1.83]	K18427	9	0	2	6	0.000691372614453922	7.68191793837691e-05	8275.5	919.5	9
hpdC; 4-hydroxyphenylacetate decarboxylase small subunit [EC:4.1.1.83]	K18428	9	0	3	5	0.000757980311290689	8.42200345878544e-05	12195.5	1355.05555555556	3
hppA; K(+)-stimulated pyrophosphate-energized sodium pump [EC:3.6.1.1]	K15987	9	0	3	4	7.6989547239764e-05	8.55439413775156e-06	12954.5	1439.38888888889	232
hprA; glycerate dehydrogenase [EC:1.1.1.29]	K00018	9	8	0	0	0	0	1530	1530	1530
hrcA; heat-inducible transcriptional repressor	K03705	9	0	4	4	-5.61228065196664e-06	-6.23586739107405e-07	14631.5	1625.72222222222	168
hrpA; ATP-dependent helicase HrpA [EC:3.6.4.13]	K03578	9	0	0	0	0	0	13911.5	1545.72222222222	1413.5
hscA; molecular chaperone HscA	K04044	9	3	0	0	0	0	9395.5	1565.91666666667	1441
hscC; molecular chaperone HscC	K04045	9	8	0	0	0	0	1530	1530	1530
hsdM; type I restriction enzyme M protein [EC:2.1.1.72]	K03427	9	0	4	4	-8.54235423052022e-05	-9.49150470057802e-06	14383.5	1598.16666666667	214
hslJ; heat shock protein HslJ	K03668	9	0	6	3	0.000971120421991542	0.000107902269110171	15353	1705.88888888889	1
hslO; molecular chaperone Hsp33	K04083	9	0	1	6	0.000315925642141003	3.51028491267782e-05	9765.5	1085.05555555556	80
hslR; ribosome-associated heat shock protein Hsp15	K04762	9	0	1	3	3.46467936510123e-05	3.84964373900137e-06	12743.5	1415.94444444444	540.5
hslU; ATP-dependent HslUV protease ATP-binding subunit HslU	K03667	9	0	3	4	-1.25387807635629e-05	-1.3931978626181e-06	13402	1489.11111111111	597
HSP20; HSP20 family protein	K13993	9	5	0	0	0	0	6360	1590	1530
htpX; heat shock protein HtpX [EC:3.4.24.-]	K03799	9	0	3	1	-6.82321177073817e-06	-7.5813464119313e-07	15222.5	1691.38888888889	331
htsT; energy-coupling factor transport system substrate-specific component	K16926	9	0	1	4	7.73471520839941e-05	8.59412800933268e-06	11280.5	1253.38888888889	536
hupA; DNA-binding protein HU-alpha	K05787	9	0	5	2	-0.000211364152372238	-2.34849058191375e-05	18033	2003.66666666667	536
hupB; DNA-binding protein HU-beta	K03530	9	0	2	0	-2.76190476190477e-05	-3.06878306878307e-06	15377.5	1708.61111111111	1413.5
hutG; formiminoglutamase [EC:3.5.3.8]	K01479	9	0	5	3	-1.30415401967125e-05	-1.44906002185694e-06	15457	1717.44444444444	113
hutT; histidine transporter	K16234	9	0	5	1	5.40269509825623e-05	6.00299455361803e-06	16052	1783.55555555556	82
hyaC; Ni/Fe-hydrogenase 1 B-type cytochrome subunit	K03620	9	0	5	3	6.62880958906675e-06	7.36534398785195e-07	14340.5	1593.38888888889	131
hycI; hydrogenase 3 maturation protease [EC:3.4.23.51]	K08315	9	0	2	7	0.000343639064391866	3.81821182657629e-05	9042	1004.66666666667	18
hydA; quinone-reactive Ni/Fe-hydrogenase small subunit [EC:1.12.5.1]	K05927	9	0	3	6	0.000393853576896733	4.37615085440814e-05	9350	1038.88888888889	17
hydB; quinone-reactive Ni/Fe-hydrogenase large subunit [EC:1.12.5.1]	K05922	9	0	5	4	0.00052647279941233	5.84969777124811e-05	13436	1492.88888888889	14
hyfA; hydrogenase-4 component A [EC:1.-.-.-]	K12136	9	0	3	5	-6.92822125760912e-05	-7.69802361956569e-06	13512	1501.33333333333	509
hyfC; hydrogenase-4 component C [EC:1.-.-.-]	K12138	9	0	6	2	-0.000177487863497577	-1.9720873721953e-05	17924	1991.55555555556	464
hyfD; hydrogenase-4 component D [EC:1.-.-.-]	K12139	9	0	6	2	-0.000582981003274275	-6.4775667030475e-05	18644.5	2071.61111111111	685
hyfE; hydrogenase-4 component E [EC:1.-.-.-]	K12140	9	0	6	2	-0.000130473207373852	-1.44970230415391e-05	17912.5	1990.27777777778	139
hyfF; hydrogenase-4 component F [EC:1.-.-.-]	K12141	9	0	4	5	-5.23389014892529e-05	-5.81543349880588e-06	13440.5	1493.38888888889	299
hyfG; hydrogenase-4 component G [EC:1.-.-.-]	K12142	9	0	3	6	-5.94484358247509e-05	-6.60538175830565e-06	10487	1165.22222222222	85
hyfH; hydrogenase-4 component H	K12143	9	0	5	4	0.000424592020404566	4.71768911560629e-05	13035.5	1448.38888888889	5
hyfI; hydrogenase-4 component I [EC:1.-.-.-]	K12144	9	0	3	5	0.000104978328778788	1.16642587531987e-05	11492.5	1276.94444444444	46
hyfJ; hydrogenase-4 component J [EC:1.-.-.-]	K12145	9	0	3	4	5.95233801457425e-05	6.6137089050825e-06	12812	1423.55555555556	238
hypB; hydrogenase nickel incorporation protein HypB	K04652	9	0	4	2	0.000230930787504364	2.56589763893738e-05	14475.5	1608.38888888889	38
hypC; hydrogenase expression/formation protein HypC	K04653	9	0	2	7	0.000439716667414076	4.88574074904529e-05	7855	872.777777777778	16
hypD; hydrogenase expression/formation protein HypD	K04654	9	0	1	3	0.000126602536033571	1.40669484481745e-05	12181.5	1353.5	19
hypE; hydrogenase expression/formation protein HypE	K04655	9	0	3	5	0.000278109649242969	3.09010721381076e-05	10316.5	1146.27777777778	99
iadA; beta-aspartyl-dipeptidase (metallo-type) [EC:3.4.19.-]	K01305	9	0	2	6	0.000252477643726199	2.80530715251332e-05	10130	1125.55555555556	144
IDH3; isocitrate dehydrogenase (NAD+) [EC:1.1.1.41]	K00030	9	0	6	2	-0.000144130065302076	-1.60144517002307e-05	17051	1894.55555555556	796.5
idnO; gluconate 5-dehydrogenase [EC:1.1.1.69]	K00046	9	0	4	4	0.000116514081211776	1.29460090235306e-05	12382.5	1375.83333333333	338
iga; IgA-specific metalloendopeptidase [EC:3.4.24.13]	K01390	9	0	3	5	0.000561766455162403	6.24184950180448e-05	10101.5	1122.38888888889	50
ILR1; IAA-amino acid hydrolase [EC:3.5.1.-]	K14664	9	0	2	0	-2.7314089872488e-05	-3.03489887472089e-06	15267	1696.33333333333	1413.5
ilvC; ketol-acid reductoisomerase [EC:1.1.1.86]	K00053	9	4	0	1	1.29032258064516e-05	2.58064516129033e-06	6977	1395.4	803
ilvD; dihydroxy-acid dehydratase [EC:4.2.1.9]	K01687	9	0	2	3	1.43027343027343e-05	1.58919270030382e-06	12851	1427.88888888889	624.5
ilvM; acetolactate synthase II small subunit [EC:2.2.1.6]	K11258	9	0	6	1	-0.00016315799847937	-1.81286664977078e-05	17798	1977.55555555556	756.5
impB; type VI secretion system protein ImpB	K11901	9	0	4	4	-8.06536871941254e-05	-8.96152079934727e-06	15191.5	1687.94444444444	272
impC; type VI secretion system protein ImpC	K11900	9	0	1	6	0.000305046977913801	3.3894108657089e-05	8660.5	962.277777777778	209
infA; translation initiation factor IF-1	K02518	9	0	2	0	-3.15151515151515e-05	-3.5016835016835e-06	15143.5	1682.61111111111	1413.5
insB; insertion element IS1 protein InsB	K07480	9	0	3	6	0.000508099533421531	5.64555037135035e-05	9524.5	1058.27777777778	3
iolB; 5-deoxy-glucuronate isomerase [EC:5.3.1.30]	K03337	9	0	6	2	-0.000160828381800459	-1.7869820200051e-05	16568.5	1840.94444444444	222
iolC; 5-dehydro-2-deoxygluconokinase [EC:2.7.1.92]	K03338	9	0	3	6	4.65191821079075e-05	5.16879801198972e-06	10240	1137.77777777778	219
iolE; inosose dehydratase [EC:4.2.1.44]	K03335	9	5	0	0	0	0	6199	1549.75	1441
iolG; myo-inositol 2-dehydrogenase / D-chiro-inositol 1-dehydrogenase [EC:1.1.1.18 1.1.1.369]	K00010	9	5	0	0	0	0	6199	1549.75	1441
iscA; iron-sulfur cluster assembly protein	K13628	9	0	2	4	5.06525079312519e-05	5.62805643680576e-06	12836.5	1426.27777777778	590
ispA; farnesyl diphosphate synthase [EC:2.5.1.1 2.5.1.10]	K00795	9	3	0	1	1.48148148148148e-05	2.46913580246913e-06	8699	1449.83333333333	861
ispB; octaprenyl-diphosphate synthase [EC:2.5.1.90]	K02523	9	0	2	1	-2.38296703296704e-05	-2.64774114774115e-06	14673	1630.33333333333	665
ispD; 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase [EC:2.7.7.60]	K00991	9	0	2	3	-4.8275955834027e-05	-5.36399509266966e-06	13923.5	1547.05555555556	689
ispE; 4-diphosphocytidyl-2-C-methyl-D-erythritol kinase [EC:2.7.1.148]	K00919	9	0	4	4	1.06028053224849e-05	1.1780894802761e-06	13728	1525.33333333333	285
ispZ; intracellular septation protein	K06190	9	0	2	3	5.06436225415901e-05	5.62706917128778e-06	12108	1345.33333333333	318
iunH; purine nucleosidase [EC:3.2.2.1]	K01239	9	0	5	3	-0.000193464196594103	-2.14960218437892e-05	17015.5	1890.61111111111	115
jag; spoIIIJ-associated protein	K06346	9	0	0	3	5.41502463054187e-05	6.01669403393542e-06	12087.5	1343.05555555556	481
K00243; uncharacterized protein	K00243	9	0	1	2	5.10550774809086e-05	5.67278638676762e-06	12852	1428	389
K00375; GntR family transcriptional regulator / MocR family aminotransferase	K00375	9	0	3	6	0.000363184449331272	4.03538277034746e-05	11071	1230.11111111111	37
K00666; fatty-acyl-CoA synthase [EC:6.2.1.-]	K00666	9	0	3	2	-8.55254387189871e-05	-9.5028265243319e-06	14724.5	1636.05555555556	992
K01163; uncharacterized protein	K01163	9	0	2	3	-4.87719228036817e-05	-5.41910253374241e-06	14052	1561.33333333333	501
K01436; amidohydrolase [EC:3.5.1.-]	K01436	9	0	1	0	-1.37931034482758e-05	-1.53256704980843e-06	14519.5	1613.27777777778	1413.5
K03653; N-glycosylase/DNA lyase [EC:3.2.2.- 4.2.99.18]	K03653	9	0	5	3	3.91390594961658e-05	4.34878438846287e-06	14197.5	1577.5	94
K03710; GntR family transcriptional regulator	K03710	9	0	3	4	5.57865467865469e-05	6.19850519850521e-06	12723.5	1413.72222222222	391
K03791; putative chitinase	K03791	9	0	2	3	9.68230772719421e-05	1.07581196968825e-05	12034.5	1337.16666666667	69
K05952; uncharacterized protein	K05952	9	8	0	0	0	0	1636.5	1636.5	1636.5
K06860; putative heme uptake system protein	K06860	9	0	1	4	0.000410575501536398	4.56195001707109e-05	9739.5	1082.16666666667	51
K06867; uncharacterized protein	K06867	9	0	5	3	0.000507586379463674	5.63984866070749e-05	15435.5	1715.05555555556	3
K06871; uncharacterized protein	K06871	9	0	3	5	0.000242084514754607	2.68982794171786e-05	10743.5	1193.72222222222	107
K06872; uncharacterized protein	K06872	9	0	6	3	-0.000401346986240712	-4.45941095823014e-05	17411	1934.55555555556	126
K06877; DEAD/DEAH box helicase domain-containing protein	K06877	9	0	3	6	0.00136955266987291	0.000152172518874768	10381	1153.44444444444	1
K06878; tRNA-binding protein	K06878	9	0	1	3	0.000112260877915228	1.24734308794698e-05	11533.5	1281.5	300
K06885; uncharacterized protein	K06885	9	0	2	3	4.85118243349171e-05	5.39020270387967e-06	12468.5	1385.38888888889	449.5
K06888; uncharacterized protein	K06888	9	0	3	6	0.000219843412799965	2.44270458666628e-05	9611.5	1067.94444444444	285
K06889; uncharacterized protein	K06889	9	0	2	2	9.20224292942348e-06	1.02247143660261e-06	13707	1523	437
K06890; uncharacterized protein	K06890	9	0	0	4	0.000110200666473486	1.2244518497054e-05	11011.5	1223.5	506
K06893; uncharacterized protein	K06893	9	0	2	6	0.00023305187326334	2.58946525848155e-05	10445	1160.55555555556	47
K06903; uncharacterized protein	K06903	9	0	4	4	0.000301362671359987	3.34847412622208e-05	12003	1333.66666666667	85
K06904; uncharacterized protein	K06904	9	0	3	5	-7.59597557588611e-05	-8.43997286209568e-06	13090	1454.44444444444	582.5
K06905; uncharacterized protein	K06905	9	0	2	6	0.000243809941027732	2.70899934475258e-05	10076.5	1119.61111111111	184
K06908; uncharacterized protein	K06908	9	0	3	5	0.000306608288386995	3.4067587598555e-05	10949	1216.55555555556	26
K06910; uncharacterized protein	K06910	9	0	1	0	-2.80788177339902e-05	-3.11986863711002e-06	14758	1639.77777777778	1413.5
K06911; uncharacterized protein	K06911	9	0	5	3	0.000193508014190012	2.15008904655569e-05	14797	1644.11111111111	60
K06915; uncharacterized protein	K06915	9	0	2	2	-3.23412854976017e-06	-3.59347616640019e-07	13968.5	1552.05555555556	547
K06918; uncharacterized protein	K06918	9	0	4	5	1.67366883378721e-05	1.85963203754135e-06	12502.5	1389.16666666667	353
K06919; putative DNA primase/helicase	K06919	9	9	0	0	0	NA	0	NA	Inf
K06921; uncharacterized protein	K06921	9	0	4	5	1.00178777779096e-05	1.11309753087885e-06	12178	1353.11111111111	281
K06923; uncharacterized protein	K06923	9	0	1	6	0.000131020820306344	1.45578689229271e-05	10368	1152	74.5
K06926; uncharacterized protein	K06926	9	0	4	3	-1.41739008227263e-05	-1.57487786919181e-06	14767	1640.77777777778	363
K06929; uncharacterized protein	K06929	9	0	4	2	-0.000170970870808198	-1.89967634231331e-05	15995	1777.22222222222	576
K06938; uncharacterized protein	K06938	9	0	0	7	0.000197253690405851	2.19170767117613e-05	7897	877.444444444444	239
K06940; uncharacterized protein	K06940	9	0	4	1	-6.73889463021743e-05	-7.48766070024159e-06	16275	1808.33333333333	891
K06945; uncharacterized protein	K06945	9	0	3	4	0.000165132730218773	1.83480811354193e-05	11646.5	1294.05555555556	308
K06950; uncharacterized protein	K06950	9	8	0	0	0	0	1530	1530	1530
K06960; uncharacterized protein	K06960	9	0	3	3	-6.76126726552691e-05	-7.51251918391878e-06	14649	1627.66666666667	762.5
K06962; uncharacterized protein	K06962	9	0	2	3	0.000120578759830678	1.33976399811865e-05	12276.5	1364.05555555556	83
K06973; uncharacterized protein	K06973	9	0	3	5	7.03390428629582e-05	7.81544920699536e-06	11449.5	1272.16666666667	356.5
K06975; uncharacterized protein	K06975	9	0	3	4	-5.34691976722231e-05	-5.94102196358035e-06	13651.5	1516.83333333333	576
K06976; uncharacterized protein	K06976	9	0	2	5	7.42843627139025e-05	8.2538180793225e-06	11678.5	1297.61111111111	523
K06992; uncharacterized protein	K06992	9	0	3	6	0.000377848868899426	4.19832076554917e-05	10555	1172.77777777778	6
K06994; putative drug exporter of the RND superfamily	K06994	9	0	2	5	0.000127210601297559	1.41345112552844e-05	10927.5	1214.16666666667	109
K06999; phospholipase/carboxylesterase	K06999	9	0	2	0	-4.40579710144927e-05	-4.89533011272142e-06	15264.5	1696.05555555556	1421.5
K07000; uncharacterized protein	K07000	9	0	3	5	0.000496092575025431	5.51213972250479e-05	10373.5	1152.61111111111	55
K07001; NTE family protein	K07001	9	0	1	7	0.000274804094787631	3.05337883097368e-05	7698	855.333333333333	253
K07003; uncharacterized protein	K07003	9	0	3	4	-4.06324248573913e-05	-4.51471387304348e-06	14109.5	1567.72222222222	551
K07004; uncharacterized protein	K07004	9	0	3	6	0.000271931582428676	3.02146202698528e-05	9377	1041.88888888889	63
K07005; uncharacterized protein	K07005	9	0	3	4	5.21743896938558e-06	5.79715441042842e-07	12815	1423.88888888889	572
K07007; uncharacterized protein	K07007	9	0	0	5	9.3204099821747e-05	1.03560110913052e-05	10402	1155.77777777778	616
K07009; uncharacterized protein	K07009	9	1	2	0	-3.17647058823529e-05	-3.97058823529411e-06	13676.5	1709.5625	1413.5
K07010; putative glutamine amidotransferase	K07010	9	0	3	4	-3.83608641912122e-06	-4.26231824346803e-07	13238	1470.88888888889	502.5
K07011; uncharacterized protein	K07011	9	0	1	2	8.02806343982815e-05	8.92007048869795e-06	12567.5	1396.38888888889	128
K07014; uncharacterized protein	K07014	9	0	6	2	-0.000189271034807738	-2.10301149786376e-05	17444	1938.22222222222	246
K07015; uncharacterized protein	K07015	9	0	2	4	0.000241782222361834	2.68646913735371e-05	11671.5	1296.83333333333	55
K07017; uncharacterized protein	K07017	9	0	4	4	0.000106391976212494	1.18213306902771e-05	13864	1540.44444444444	122
